MaYTe,HoTen,MaDoiTuong,GioiTinh,NgaySinh,SoBHYT,BHTuNgay,BHDenNgay,DiaChi,SoDienThoai
BN9214,Nguyễn Bảo Long,DT01,Nam,27/04/1964,TE63005600266050,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, TP Hà Nội",0862034936
BN9215,Vũ Văn A,DT01,Nam,07/12/1966,GD30068585840459,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, TP Đà Nẵng",0755468824
BN9216,Trần Hoàng Nam,DT01,Nam,07/08/2005,TE84057225397973,16/10/2025,15/10/2026,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0362616883
BN9217,Nguyễn Mai Hương,DT01,Nữ,17/03/1946,BT31001104020563,12/10/2025,11/10/2026,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0959285015
BN9218,Phạm Gia Khang,DT02,Nam,20/11/1951,,,,"Đường 3/2, Phường Dương Đông, Tỉnh Đồng Nai",0714001900
BN9219,Đặng Bảo Long,DT01,Nam,17/12/1971,CN74043791580698,20/03/2025,19/03/2026,"Lô B4, Phường Nguyễn Du, Tỉnh Đồng Nai",0962547838
BN9220,Đỗ Thu Thảo,DT01,Nữ,26/05/1987,CN47044845968681,01/01/2025,31/12/2025,"Ngõ 12, Xã Hòa Bắc, TP Đà Nẵng",0373227767
BN9221,Đỗ Quang Vinh,DT02,Nam,18/03/1995,,,,"Khu Phố 5, Phường Bến Nghé, TP Hà Nội",0849523821
BN9222,Hồ Mai Hương,DT01,Nữ,01/08/1965,CN19055563613442,01/01/2025,31/12/2025,"Lô B4, Phường Nguyễn Du, Tỉnh Kiên Giang",0922919771
BN9223,Hoàng Yến Vy,DT02,Nữ,14/02/1968,,,,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0830407315
BN9224,Vũ Thanh Vân,DT01,Nữ,03/09/1977,BT82003129183969,01/01/2025,31/12/2025,"Ngõ 12, Xã Hòa Bắc, TP HCM",0393292128
BN9225,Nguyễn Minh Hùng,DT03,Nam,25/08/1996,CN55030506659438,01/01/2025,31/12/2025,"Lô B4, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0949352385
BN9226,Lê Ngọc Ánh,DT01,Nữ,07/05/1990,GD21019997524439,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, TP HCM",0770204967
BN9227,Trần Văn A,DT01,Nam,28/07/1945,QN77088736244665,01/01/2025,31/12/2025,"Số 10, Phường Bến Nghé, TP Hà Nội",0872466779
BN9228,Lê Văn A,DT01,Nam,21/10/1942,QN36011177287529,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, TP Đà Nẵng",0864381543
BN9229,Lê Ngọc Ánh,DT01,Nữ,19/12/2014,BT72018987504911,01/01/2025,31/12/2025,"Ngõ 12, Phường Bến Nghé, Tỉnh Kiên Giang",0327034558
BN9230,Bùi Thu Thảo,DT03,Nữ,22/12/1985,GD33056639019471,01/01/2025,31/12/2025,"Lô B4, Phường Bến Nghé, TP Hà Nội",0722008408
BN9231,Vũ Hoàng Nam,DT02,Nam,21/02/1949,,,,"Lô B4, Thị trấn Vĩnh An, TP HCM",0749343842
BN9232,Hoàng Mai Hương,DT01,Nữ,11/08/1980,BT50070875535600,01/01/2025,31/12/2025,"Khu Phố 5, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0959703975
BN9233,Hồ Gia Khang,DT03,Nam,13/07/1960,BT01022142564442,01/01/2025,31/12/2025,"Lô B4, Phường Bến Nghé, TP HCM",0742619817
BN9234,Hoàng Hoàng Nam,DT03,Nam,26/07/1977,CN67092800791841,01/01/2025,31/12/2025,"Số 10, Phường Dương Đông, Tỉnh Đồng Nai",0328999612
BN9235,Phạm Thị Bích C,DT03,Nữ,21/08/1963,GD08067535255129,21/01/2025,20/01/2026,"Số 10, Phường Nguyễn Du, TP Hà Nội",0920519554
BN9236,Hồ Mỹ Linh,DT01,Nữ,04/01/1971,BT12037426090487,02/10/2025,01/10/2026,"Khu Phố 5, Phường Bến Nghé, TP HCM",0342204389
BN9237,Trần Thanh Vân,DT03,Nữ,21/07/2019,QN75098918626791,25/05/2025,24/05/2026,"Số 10, Xã Hòa Bắc, Tỉnh Đồng Nai",0335989011
BN9238,Bùi Thu Thảo,DT03,Nữ,27/04/1959,QN64081208485990,17/04/2025,16/04/2026,"Khu Phố 5, Phường Nguyễn Du, Tỉnh Kiên Giang",0312964500
BN9239,Hồ Thanh Dũng,DT01,Nam,25/01/1942,QN06011365444093,12/01/2025,11/01/2026,"Lô B4, Phường Lê Lợi, TP HCM",0911500500
BN9240,Trần Anh Tuấn,DT01,Nam,03/01/1961,GD92024398438944,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, TP Hà Nội",0958417474
BN9241,Trần Thị Bích C,DT03,Nữ,23/04/1976,GD39017991291720,01/01/2025,31/12/2025,"Lô B4, Phường Dương Đông, TP Đà Nẵng",0380885177
BN9242,Đặng Yến Vy,DT01,Nữ,08/05/1989,BT89037815032918,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0781576833
BN9243,Phạm Hoàng Nam,DT01,Nam,25/02/1954,TE08010599529193,02/05/2025,01/05/2026,"Ngõ 12, Xã Hòa Bắc, Tỉnh Hưng Yên",0789762712
BN9244,Vũ Kim F,DT01,Nữ,26/02/2008,TE17093798331603,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, TP Hà Nội",0355572818
BN9245,Nguyễn Mai Hương,DT01,Nữ,15/04/1945,GD40090235892783,01/01/2025,31/12/2025,"A2, Xã Hòa Bắc, TP Đà Nẵng",0751768218
BN9246,Vũ Kim F,DT04,Nữ,15/09/2012,,,,"A2, Phường Dương Đông, TP Đà Nẵng",0379056425
BN9247,Vũ Hoàng Nam,DT01,Nam,10/12/1962,TE92011926146109,01/01/2025,31/12/2025,"Khu Phố 5, Phường Lê Lợi, Tỉnh Đồng Nai",0330321852
BN9248,Đặng Mai Hương,DT02,Nữ,30/05/1951,,,,"Đường 3/2, Phường Bến Nghé, TP Hà Nội",0742073924
BN9249,Đỗ Lệ I,DT01,Nữ,02/05/1988,CN50049681577901,01/01/2025,31/12/2025,"Số 10, Phường Bến Nghé, Tỉnh Hưng Yên",0361174240
BN9250,Đỗ Thanh Vân,DT01,Nữ,02/07/1994,QN77079989442065,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, Tỉnh Đồng Nai",0751731737
BN9251,Trần Yến Vy,DT02,Nữ,18/12/2014,,,,"Đường 3/2, Phường Lê Lợi, Tỉnh Hưng Yên",0774560623
BN9252,Hoàng Gia Khang,DT02,Nam,07/02/1949,,,,"Đường 3/2, Xã Hòa Bắc, Tỉnh Kiên Giang",0827411818
BN9253,Vũ Thanh Dũng,DT04,Nam,09/04/1959,,,,"Đường 3/2, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0988208247
BN9254,Đỗ Lệ I,DT01,Nữ,27/05/2002,CN86091838351228,20/02/2025,19/02/2026,"Khu Phố 5, Phường Nguyễn Du, Tỉnh Hưng Yên",0333390667
BN9255,Đặng Thanh Dũng,DT02,Nam,28/06/1992,,,,"Khu Phố 5, Phường Dương Đông, TP HCM",0746153598
BN9256,Đỗ Anh Tuấn,DT01,Nam,13/05/1956,QN36029955264502,01/01/2025,31/12/2025,"A2, Xã Hòa Bắc, TP Đà Nẵng",0885451116
BN9257,Đặng Bảo Long,DT01,Nam,05/03/1968,CN39068891781587,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0719327120
BN9258,Đỗ Gia Khang,DT01,Nam,23/07/1967,QN21096230338980,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, TP Hà Nội",0938189598
BN9259,Đặng Lệ I,DT02,Nữ,06/03/1946,,,,"Ngõ 12, Xã Hòa Bắc, Tỉnh Đồng Nai",0816026692
BN9260,Bùi Quang Vinh,DT03,Nam,29/11/1970,GD69054311886954,23/03/2025,22/03/2026,"Khu Phố 5, Phường Bến Nghé, Tỉnh Kiên Giang",0740231058
BN9261,Đặng Mai Hương,DT01,Nữ,05/06/1976,QN93038176521704,03/06/2025,02/06/2026,"Khu Phố 5, Phường Bến Nghé, TP HCM",0822961153
BN9262,Lê Ngọc Ánh,DT04,Nữ,22/01/1988,,,,"Khu Phố 5, Phường Dương Đông, TP Đà Nẵng",0798228550
BN9263,Trần Lệ I,DT01,Nữ,02/01/2001,BT12024303804587,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, TP Hà Nội",0318452998
BN9264,Hoàng Bảo Long,DT01,Nam,22/01/2012,CN77095900008518,20/01/2025,19/01/2026,"Đường 3/2, Phường Nguyễn Du, TP HCM",0845974174
BN9265,Hồ Minh Hùng,DT01,Nam,29/10/1979,CN18030626978911,03/12/2025,02/12/2026,"Khu Phố 5, Phường Nguyễn Du, Tỉnh Kiên Giang",0388570353
BN9266,Hồ Thanh Dũng,DT04,Nam,01/06/1983,,,,"Ngõ 12, Phường Lê Lợi, TP HCM",0723124563
BN9267,Hoàng Minh Hùng,DT01,Nam,04/09/2013,BT43018413231580,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, Tỉnh Hưng Yên",0398521459
BN9268,Nguyễn Thanh Vân,DT01,Nữ,07/11/1966,GD25053660831253,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, Tỉnh Đồng Nai",0826749061
BN9269,Đỗ Lệ I,DT01,Nữ,07/12/1947,QN86069240076452,09/09/2025,08/09/2026,"A2, Phường Lê Lợi, TP Hà Nội",0969064245
BN9270,Trần Lệ I,DT03,Nữ,10/11/1994,QN85059632967165,01/01/2025,31/12/2025,"Lô B4, Phường Nguyễn Du, TP HCM",0884469533
BN9271,Bùi Minh Hùng,DT01,Nam,04/12/1949,TE83025270980337,01/01/2025,31/12/2025,"Ngõ 12, Phường Bến Nghé, Tỉnh Hưng Yên",0745102573
BN9272,Vũ Anh Tuấn,DT01,Nam,05/06/1993,BT52046258088050,16/05/2025,15/05/2026,"Số 10, Phường Lê Lợi, Tỉnh Hưng Yên",0387945789
BN9273,Hồ Ngọc Ánh,DT03,Nữ,03/04/2013,BT82043183901234,01/01/2025,31/12/2025,"Lô B4, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0321066217
BN9274,Trần Ngọc Ánh,DT04,Nữ,01/06/1990,,,,"Số 10, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0774808367
BN9275,Bùi Lệ I,DT01,Nữ,29/07/1981,TE34064963345034,01/01/2025,31/12/2025,"Đường 3/2, Phường Dương Đông, TP HCM",0380654160
BN9276,Phạm Ngọc Ánh,DT01,Nữ,09/11/2006,GD98069513556053,06/11/2025,05/11/2026,"Đường 3/2, Phường Nguyễn Du, TP Hà Nội",0862285687
BN9277,Lê Kim F,DT01,Nữ,06/08/2009,TE35031987576804,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, TP Đà Nẵng",0995597895
BN9278,Lê Minh Hùng,DT04,Nam,01/12/1999,,,,"Số 10, Thị trấn Vĩnh An, TP HCM",0347439122
BN9279,Bùi Minh Hùng,DT01,Nam,21/08/1988,CN09084627635819,12/04/2025,11/04/2026,"Ngõ 12, Phường Nguyễn Du, TP Đà Nẵng",0939785383
BN9280,Đỗ Thanh Dũng,DT03,Nam,19/11/2009,BT56014751458627,01/01/2025,31/12/2025,"Lô B4, Thị trấn Vĩnh An, TP HCM",0328083467
BN9281,Lê Gia Khang,DT02,Nam,11/01/2019,,,,"Đường 3/2, Phường Lê Lợi, TP Hà Nội",0389462266
BN9282,Lê Ngọc Ánh,DT02,Nữ,09/03/1951,,,,"A2, Phường Nguyễn Du, TP Hà Nội",0891031523
BN9283,Lê Yến Vy,DT01,Nữ,06/05/1946,GD51077142645911,20/09/2025,19/09/2026,"A2, Xã Hòa Bắc, Tỉnh Kiên Giang",0841199467
BN9284,Đỗ Hoàng Nam,DT02,Nam,19/12/1944,,,,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0315062784
BN9285,Đặng Minh Hùng,DT01,Nam,23/05/2012,GD69029763681011,22/02/2025,21/02/2026,"Khu Phố 5, Xã Hòa Bắc, TP HCM",0977118269
BN9286,Hoàng Mai Hương,DT01,Nữ,12/04/1975,CN04003959057388,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0819865821
BN9287,Phạm Mai Hương,DT04,Nữ,24/01/2003,,,,"Lô B4, Phường Lê Lợi, Tỉnh Đồng Nai",0310839448
BN9288,Đỗ Thanh Dũng,DT01,Nam,16/05/1940,CN30019734354400,01/01/2025,31/12/2025,"A2, Phường Dương Đông, Tỉnh Hưng Yên",0391608986
BN9289,Trần Văn A,DT04,Nam,26/08/1987,,,,"Ngõ 12, Phường Bến Nghé, TP HCM",0945965317
BN9290,Phạm Thị Bích C,DT03,Nữ,01/10/2020,CN91048174430666,01/01/2025,31/12/2025,"Số 10, Phường Dương Đông, Tỉnh Kiên Giang",0323844945
BN9291,Đỗ Thanh Vân,DT04,Nữ,06/05/1956,,,,"Số 10, Phường Lê Lợi, TP HCM",0736069444
BN9292,Nguyễn Lệ I,DT01,Nữ,15/04/1995,QN33054782702523,01/01/2025,31/12/2025,"A2, Phường Nguyễn Du, TP Đà Nẵng",0351876668
BN9293,Hoàng Quang Vinh,DT03,Nam,16/06/1997,TE51023856716264,25/04/2025,24/04/2026,"Lô B4, Xã Hòa Bắc, Tỉnh Đồng Nai",0787553184
BN9294,Đặng Ngọc Ánh,DT01,Nữ,09/03/1987,CN50024131122261,01/01/2025,31/12/2025,"Ngõ 12, Xã Hòa Bắc, Tỉnh Kiên Giang",0767988615
BN9295,Vũ Minh Hùng,DT01,Nam,13/09/1958,QN30074168302358,01/01/2025,31/12/2025,"Khu Phố 5, Phường Nguyễn Du, TP HCM",0780806245
BN9296,Lê Anh Tuấn,DT01,Nam,09/11/1989,CN03006564344047,01/01/2025,31/12/2025,"Số 10, Phường Nguyễn Du, TP HCM",0786684049
BN9297,Lê Thu Thảo,DT02,Nữ,07/04/1957,,,,"A2, Phường Lê Lợi, TP Hà Nội",0313195344
BN9298,Nguyễn Lệ I,DT03,Nữ,01/06/1949,QN22074295085161,17/12/2025,16/12/2026,"Khu Phố 5, Phường Nguyễn Du, Tỉnh Kiên Giang",0356218806
BN9299,Phạm Thanh Dũng,DT04,Nam,19/05/1974,,,,"A2, Xã Hòa Bắc, TP Đà Nẵng",0825295360
BN9300,Nguyễn Kim F,DT01,Nữ,02/02/1971,GD56053148414030,03/10/2025,02/10/2026,"Khu Phố 5, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0931882765
BN9301,Vũ Thanh Vân,DT01,Nữ,24/12/1946,QN50038334071514,01/01/2025,31/12/2025,"Ngõ 12, Phường Bến Nghé, Tỉnh Đồng Nai",0921408704
BN9302,Vũ Anh Tuấn,DT03,Nam,05/09/1943,TE94001674652615,24/04/2025,23/04/2026,"A2, Phường Lê Lợi, Tỉnh Hưng Yên",0982159056
BN9303,Bùi Yến Vy,DT01,Nữ,19/04/2011,TE81068482984759,01/01/2025,31/12/2025,"Khu Phố 5, Thị trấn Vĩnh An, TP Hà Nội",0327841099
BN9304,Trần Gia Khang,DT04,Nam,08/04/2003,,,,"Ngõ 12, Phường Dương Đông, TP Hà Nội",0797833678
BN9305,Đỗ Mỹ Linh,DT03,Nữ,15/09/1963,GD27061388486362,17/08/2025,16/08/2026,"Ngõ 12, Phường Lê Lợi, TP Hà Nội",0738126000
BN9306,Nguyễn Thanh Vân,DT04,Nữ,25/10/2016,,,,"Lô B4, Phường Dương Đông, Tỉnh Đồng Nai",0974544592
BN9307,Phạm Ngọc Ánh,DT03,Nữ,05/06/1965,CN30088640261752,01/01/2025,31/12/2025,"Lô B4, Thị trấn Vĩnh An, TP Hà Nội",0885292786
BN9308,Bùi Thu Thảo,DT01,Nữ,08/10/1999,QN86003307450064,01/01/2025,31/12/2025,"A2, Phường Dương Đông, Tỉnh Đồng Nai",0732454179
BN9309,Nguyễn Thu Thảo,DT01,Nữ,11/10/1976,GD08012595705951,01/01/2025,31/12/2025,"Đường 3/2, Phường Lê Lợi, TP Đà Nẵng",0871396646
BN9310,Hoàng Quang Vinh,DT03,Nam,10/11/1956,BT05033349796739,01/01/2025,31/12/2025,"Đường 3/2, Xã Hòa Bắc, TP Hà Nội",0343036777
BN9311,Bùi Thanh Vân,DT01,Nữ,05/04/1955,BT53031839301277,11/03/2025,10/03/2026,"Ngõ 12, Phường Lê Lợi, TP Đà Nẵng",0751885189
BN9312,Hoàng Anh Tuấn,DT01,Nam,28/01/1997,GD84096767006566,01/01/2025,31/12/2025,"Đường 3/2, Phường Lê Lợi, TP Hà Nội",0876220819
BN9313,Đặng Xuân Bách,DT01,Nam,30/03/2005,QN25063495534439,01/01/2025,31/12/2025,"Khu Phố 5, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0395740053
BN9314,Vũ Thị Bích C,DT01,Nữ,20/05/2012,CN42082524267230,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, TP Đà Nẵng",0761291606
BN9315,Phạm Bảo Long,DT01,Nam,06/03/1985,TE61096517832460,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, TP HCM",0793456130
BN9316,Nguyễn Hoàng Nam,DT01,Nam,10/11/2017,TE26091873631267,01/01/2025,31/12/2025,"A2, Phường Lê Lợi, Tỉnh Kiên Giang",0717975064
BN9317,Vũ Xuân Bách,DT01,Nam,06/10/1948,BT36081636775875,01/01/2025,31/12/2025,"Đường 3/2, Phường Bến Nghé, Tỉnh Hưng Yên",0748324560
BN9318,Phạm Thu Thảo,DT01,Nữ,11/06/1953,CN15020578441221,01/01/2025,31/12/2025,"Số 10, Phường Dương Đông, TP HCM",0323356380
BN9319,Đặng Xuân Bách,DT01,Nam,28/10/2016,BT90025142512221,01/01/2025,31/12/2025,"Ngõ 12, Phường Bến Nghé, Tỉnh Hưng Yên",0744929498
BN9320,Phạm Bảo Long,DT01,Nam,16/11/2012,TE62029977937175,21/07/2025,20/07/2026,"Lô B4, Phường Nguyễn Du, TP Đà Nẵng",0779690046
BN9321,Bùi Thanh Dũng,DT04,Nam,13/03/1997,,,,"Số 10, Phường Dương Đông, Tỉnh Hưng Yên",0889290284
BN9322,Trần Xuân Bách,DT04,Nam,22/03/1977,,,,"Lô B4, Phường Lê Lợi, TP HCM",0358830816
BN9323,Đặng Yến Vy,DT04,Nữ,17/07/1972,,,,"Khu Phố 5, Phường Bến Nghé, Tỉnh Đồng Nai",0891707357
BN9324,Bùi Mỹ Linh,DT01,Nữ,03/07/1989,GD83071377504358,01/01/2025,31/12/2025,"Đường 3/2, Phường Nguyễn Du, Tỉnh Hưng Yên",0743263110
BN9325,Vũ Hoàng Nam,DT03,Nam,20/09/1941,QN07020157596782,01/01/2025,31/12/2025,"Đường 3/2, Phường Lê Lợi, Tỉnh Đồng Nai",0910037170
BN9326,Đỗ Lệ I,DT02,Nữ,18/02/2014,,,,"Lô B4, Phường Nguyễn Du, Tỉnh Hưng Yên",0842366906
BN9327,Phạm Thanh Dũng,DT01,Nam,01/07/1995,QN25028568260302,01/01/2025,31/12/2025,"Khu Phố 5, Phường Nguyễn Du, TP HCM",0770812048
BN9328,Hồ Yến Vy,DT01,Nữ,14/01/1993,QN63006860043643,01/01/2025,31/12/2025,"Số 10, Phường Nguyễn Du, Tỉnh Hưng Yên",0797577295
BN9329,Đỗ Ngọc Ánh,DT01,Nữ,03/06/1999,TE26083125879789,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, TP HCM",0385790363
BN9330,Hồ Bảo Long,DT02,Nam,29/08/1952,,,,"Lô B4, Xã Hòa Bắc, Tỉnh Kiên Giang",0311878068
BN9331,Vũ Gia Khang,DT01,Nam,12/06/1957,TE71034996950656,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0830145556
BN9332,Đỗ Văn A,DT01,Nam,05/07/2014,CN87004844145313,01/01/2025,31/12/2025,"Khu Phố 5, Phường Lê Lợi, Tỉnh Kiên Giang",0738452967
BN9333,Vũ Thanh Dũng,DT01,Nam,30/09/1984,QN81064839892019,01/01/2025,31/12/2025,"Số 10, Phường Dương Đông, Tỉnh Đồng Nai",0773817038
BN9334,Hồ Xuân Bách,DT03,Nam,30/11/2003,GD92087107827969,22/05/2025,21/05/2026,"Đường 3/2, Phường Dương Đông, Tỉnh Kiên Giang",0872496395
BN9335,Trần Thanh Vân,DT01,Nữ,10/09/1976,BT96078328041438,01/01/2025,31/12/2025,"A2, Phường Lê Lợi, Tỉnh Kiên Giang",0748263512
BN9336,Hồ Minh Hùng,DT01,Nam,21/01/1956,QN78024770869279,07/09/2025,06/09/2026,"A2, Phường Bến Nghé, Tỉnh Kiên Giang",0871819875
BN9337,Nguyễn Mỹ Linh,DT04,Nữ,13/01/2000,,,,"Số 10, Phường Dương Đông, TP Đà Nẵng",0356008299
BN9338,Đặng Quang Vinh,DT01,Nam,22/06/2012,QN84016550613638,20/03/2025,19/03/2026,"Lô B4, Phường Nguyễn Du, Tỉnh Kiên Giang",0892880774
BN9339,Nguyễn Thanh Vân,DT01,Nữ,28/08/2007,CN74031368624079,13/07/2025,12/07/2026,"Đường 3/2, Phường Nguyễn Du, Tỉnh Hưng Yên",0332371408
BN9340,Lê Thu Thảo,DT01,Nữ,11/06/2014,BT60018467493741,05/12/2025,04/12/2026,"Lô B4, Phường Nguyễn Du, Tỉnh Đồng Nai",0757002924
BN9341,Trần Anh Tuấn,DT01,Nam,05/02/1977,GD62088183426642,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, Tỉnh Hưng Yên",0793862526
BN9342,Nguyễn Anh Tuấn,DT01,Nam,10/06/1945,BT42048446341885,28/07/2025,27/07/2026,"Khu Phố 5, Phường Dương Đông, TP Hà Nội",0882550486
BN9343,Hoàng Thanh Dũng,DT04,Nam,14/08/1949,,,,"Khu Phố 5, Phường Nguyễn Du, Tỉnh Hưng Yên",0345356372
BN9344,Vũ Anh Tuấn,DT01,Nam,22/08/1956,BT76032905727831,06/07/2025,05/07/2026,"Đường 3/2, Phường Lê Lợi, Tỉnh Kiên Giang",0816528183
BN9345,Trần Thu Thảo,DT02,Nữ,19/10/1953,,,,"Đường 3/2, Phường Nguyễn Du, Tỉnh Đồng Nai",0745878437
BN9346,Trần Văn A,DT01,Nam,21/02/1962,GD61033734867002,16/08/2025,15/08/2026,"Số 10, Phường Dương Đông, Tỉnh Hưng Yên",0328154760
BN9347,Phạm Anh Tuấn,DT04,Nam,10/11/1985,,,,"Ngõ 12, Phường Dương Đông, Tỉnh Kiên Giang",0310348709
BN9348,Phạm Gia Khang,DT01,Nam,06/05/1949,TE57051501271156,01/01/2025,31/12/2025,"Số 10, Phường Bến Nghé, Tỉnh Kiên Giang",0310500049
BN9349,Bùi Mai Hương,DT01,Nữ,06/07/1964,GD16035868706949,01/01/2025,31/12/2025,"Đường 3/2, Xã Hòa Bắc, Tỉnh Đồng Nai",0954932054
BN9350,Đỗ Lệ I,DT01,Nữ,30/06/1996,GD95092201647665,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0720084501
BN9351,Đỗ Xuân Bách,DT01,Nam,07/10/1958,TE94029453456676,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, TP Hà Nội",0791824069
BN9352,Nguyễn Anh Tuấn,DT01,Nam,17/03/1985,TE10030515493387,01/01/2025,31/12/2025,"A2, Phường Dương Đông, TP HCM",0844426202
BN9353,Hoàng Thanh Vân,DT01,Nữ,03/10/1972,CN50054521213700,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, TP Đà Nẵng",0730273207
BN9354,Đỗ Ngọc Ánh,DT02,Nữ,21/11/2014,,,,"Lô B4, Phường Lê Lợi, TP Đà Nẵng",0956991260
BN9355,Phạm Gia Khang,DT01,Nam,26/03/2020,CN57018500051633,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0966231197
BN9356,Phạm Kim F,DT01,Nữ,21/03/1998,TE62027925908619,20/01/2025,19/01/2026,"A2, Xã Hòa Bắc, Tỉnh Đồng Nai",0882508403
BN9357,Trần Thị Bích C,DT01,Nữ,14/03/1996,QN14029148810778,19/01/2025,18/01/2026,"Đường 3/2, Phường Bến Nghé, TP Hà Nội",0777867495
BN9358,Trần Ngọc Ánh,DT02,Nữ,01/04/2001,,,,"Ngõ 12, Phường Nguyễn Du, Tỉnh Kiên Giang",0715824492
BN9359,Đặng Minh Hùng,DT01,Nam,26/06/1977,GD75001112575271,01/01/2025,31/12/2025,"Số 10, Phường Bến Nghé, TP Đà Nẵng",0925882141
BN9360,Hồ Lệ I,DT03,Nữ,06/11/1952,GD14043560442665,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, TP Hà Nội",0942192901
BN9361,Hoàng Thanh Vân,DT04,Nữ,20/12/1956,,,,"Số 10, Phường Lê Lợi, Tỉnh Hưng Yên",0895241704
BN9362,Trần Mai Hương,DT02,Nữ,11/05/1959,,,,"A2, Phường Bến Nghé, TP Hà Nội",0895387428
BN9363,Vũ Mỹ Linh,DT01,Nữ,28/03/1988,TE45065222702242,01/01/2025,31/12/2025,"Đường 3/2, Phường Bến Nghé, Tỉnh Hưng Yên",0933134093
BN9364,Đặng Văn A,DT04,Nam,12/12/2020,,,,"Số 10, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0753867914
BN9365,Đặng Mỹ Linh,DT03,Nữ,02/03/1951,BT10088581078161,01/01/2025,31/12/2025,"Đường 3/2, Phường Dương Đông, TP Đà Nẵng",0788378626
BN9366,Bùi Thanh Dũng,DT02,Nam,25/01/1958,,,,"A2, Xã Hòa Bắc, TP Hà Nội",0871445820
BN9367,Lê Quang Vinh,DT01,Nam,19/11/2002,TE83096406036647,01/01/2025,31/12/2025,"Đường 3/2, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0816258726
BN9368,Hồ Anh Tuấn,DT01,Nam,09/01/2006,CN16065433070399,14/11/2025,13/11/2026,"Đường 3/2, Phường Lê Lợi, TP Đà Nẵng",0932058764
BN9369,Đỗ Bảo Long,DT01,Nam,14/04/2020,CN53072839484615,01/01/2025,31/12/2025,"Ngõ 12, Phường Dương Đông, Tỉnh Đồng Nai",0357307184
BN9370,Phạm Minh Hùng,DT01,Nam,15/02/1971,BT87097906140769,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, TP HCM",0848264940
BN9371,Hoàng Xuân Bách,DT02,Nam,15/12/1992,,,,"Đường 3/2, Phường Lê Lợi, TP HCM",0887330315
BN9372,Nguyễn Yến Vy,DT03,Nữ,10/07/1989,GD13079826722374,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, TP Đà Nẵng",0369026124
BN9373,Hồ Quang Vinh,DT02,Nam,03/02/2008,,,,"Khu Phố 5, Phường Bến Nghé, TP Đà Nẵng",0388667360
BN9374,Trần Hoàng Nam,DT01,Nam,16/07/2014,BT84042795783500,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, TP Hà Nội",0996597599
BN9375,Đặng Minh Hùng,DT02,Nam,17/11/1991,,,,"Số 10, Phường Lê Lợi, TP Đà Nẵng",0979425347
BN9376,Nguyễn Ngọc Ánh,DT03,Nữ,06/11/2016,CN78022655923568,09/01/2025,08/01/2026,"Lô B4, Phường Nguyễn Du, Tỉnh Đồng Nai",0954147286
